time,signal
1.100110011001100177e-09,5.936537983832629317e-01
1.110111011101110320e-09,5.836454489919775668e-01
1.120112011201120256e-09,5.177773434000365604e-01
1.130113011301130192e-09,4.029886185708662638e-01
1.140114011401140334e-09,2.504131443817816383e-01
1.150115011501150270e-09,7.431049764434488614e-02
1.160116011601160206e-09,-1.092586896786656298e-01
1.170117011701170142e-09,-2.838906416904816710e-01
1.180118011801180284e-09,-4.342978653501929909e-01
1.190119011901190220e-09,-5.476408237239893673e-01
1.200120012001200156e-09,-6.146164597159794463e-01
1.210121012101210299e-09,-6.302119915486641410e-01
1.220122012201220234e-09,-5.940638565820695050e-01
1.230123012301230170e-09,-5.103978366711212633e-01
1.240124012401240313e-09,-3.875639612244122234e-01
1.250125012501250249e-09,-2.372153992169172831e-01
1.260126012601260184e-09,-7.321110331503254132e-02
1.270127012701270327e-09,8.965514725218753922e-02
1.280128012801280263e-09,2.369833179760997000e-01
1.290129012901290199e-09,3.560345123281724589e-01
1.300130013001300341e-09,4.368261648955394927e-01
1.310131013101310277e-09,4.729614600241929256e-01
1.320132013201320213e-09,4.621247902614112890e-01
1.330133013301330355e-09,4.062059929347067166e-01
1.340134013401340291e-09,3.110497145478895442e-01
1.350135013501350227e-09,1.858595216558021623e-01
1.360136013601360370e-09,4.231636415366540893e-02
1.370137013701370306e-09,-1.065048880410720822e-01
1.380138013801380241e-09,-2.473208903374239653e-01
1.390139013901390384e-09,-3.678202545163798409e-01
1.400140014001400320e-09,-4.577345320588215305e-01
1.410141014101410256e-09,-5.097070765758814348e-01
1.420142014201420191e-09,-5.198868461501917615e-01
1.430143014301430334e-09,-4.882000086953831031e-01
1.440144014401440270e-09,-4.182816789627355480e-01
1.450145014501450206e-09,-3.170805627143570837e-01
1.460146014601460348e-09,-1.941779961918612685e-01
1.470147014701470284e-09,-8.777834615634333426e-05
1.480148014801480220e-09,1.801027895495158071e-01
1.490149014901490362e-09,3.364026355681449809e-01
1.500150015001500298e-09,4.274555925416045898e-01
1.510151015101510234e-09,5.549662619887977266e-01
1.520152015201520377e-09,6.264335233269716641e-01
1.530153015301530313e-09,6.366384585603838131e-01
1.540154015401540248e-09,5.858905681802983878e-01
1.550155015501550391e-09,4.798908825830940361e-01
1.560156015601560327e-09,3.541408736760161546e-01
1.570157015701570263e-09,2.256748799181641507e-01
1.580158015801580405e-09,7.539495617024015439e-02
1.590159015901590341e-09,-8.295891686176824764e-02
1.600160016001600277e-09,-2.352038691208394039e-01
1.610161016101610419e-09,-3.679788716311306884e-01
1.620162016201620355e-09,-4.699116432218222728e-01
1.630163016301630291e-09,-5.325863357016429322e-01
1.640164016401640434e-09,-5.512302496577855537e-01
1.650165016501650369e-09,-5.250643330866453518e-01
1.660166016601660305e-09,-4.572930827613622129e-01
1.670167016701670241e-09,-3.547418836286829746e-01
1.680168016801680384e-09,-2.271808834211484218e-01
1.690169016901690320e-09,-8.640148419695484194e-02
1.700170017001700255e-09,5.486786918217240183e-02
1.710171017101710398e-09,1.841074091628281673e-01
1.720172017201720334e-09,2.901105972313421932e-01
1.730173017301730270e-09,3.639505092896279659e-01
1.740174017401740412e-09,3.997252128588725806e-01
1.750175017501750348e-09,3.950205061466151024e-01
1.760176017601760284e-09,3.510546384233760309e-01
1.770177017701770426e-09,2.724984938550975011e-01
1.780178017801780362e-09,3.119389954829261402e-01
1.790179017901790298e-09,2.158628695118422758e-01
1.800180018001800441e-09,9.820028730691544860e-02
1.810181018101810376e-09,-3.020169396668890421e-02
1.820182018201820312e-09,-1.577598002974895108e-01
1.830183018301830455e-09,-2.731948736672171196e-01
1.840184018401840391e-09,-3.665246719804711728e-01
1.850185018501850327e-09,-4.299221602949703236e-01
1.860186018601860469e-09,-4.583659513465558888e-01
1.870187018701870405e-09,-4.500294119322625352e-01
1.880188018801880341e-09,-3.301646427876751000e-01
1.890189018901890277e-09,-1.550278263020759828e-01
1.900190019001900212e-09,2.599573949778342247e-02
1.910191019101910562e-09,1.967589905193974920e-01
1.920192019201920498e-09,3.423432266904243848e-01
1.930193019301930433e-09,4.503549072847156665e-01
1.940194019401940369e-09,5.119731507159348549e-01
1.950195019501950305e-09,5.226601146425526867e-01
1.960196019601960241e-09,4.824780249669611831e-01
1.970197019701970590e-09,3.959925689665471649e-01
1.980198019801980526e-09,2.717793988987201592e-01
1.990199019901990462e-09,1.215853072211166286e-01
2.000200020002000398e-09,-4.077480606114707029e-02
2.010201020102010334e-09,-2.006822630139291630e-01
2.020202020202020269e-09,-3.440250778211988991e-01
2.030203020302030619e-09,-4.584376052501260013e-01
2.040204020402040555e-09,-5.343609933394342093e-01
2.050205020502050490e-09,-5.658340809095298019e-01
2.060206020602060426e-09,-5.509500402832153698e-01
2.070207020702070362e-09,-4.919449467026764111e-01
2.080208020802080298e-09,-3.949177202661881547e-01
2.090209020902090234e-09,-2.692135408774805616e-01
2.100210021002100583e-09,-1.265320020510148635e-01
2.110211021102110519e-09,2.015556818133224654e-02
2.120212021202120455e-09,1.577799638239681668e-01
2.130213021302130390e-09,2.743333788061371736e-01
2.140214021402140326e-09,3.599117354081786679e-01
2.150215021502150262e-09,4.075500761308311071e-01
2.160216021602160612e-09,4.137811391573874009e-01
2.170217021702170547e-09,3.788731348024943490e-01
2.180218021802180483e-09,3.067320196011236733e-01
2.190219021902190419e-09,2.044835661758051537e-01
2.200220022002200355e-09,7.118054619294812702e-02
2.210221022102210291e-09,-5.408232456399762397e-03
2.220222022202220640e-09,-3.939868137736022430e-02
2.230223022302230576e-09,-6.332163900267033518e-02
2.240224022402240512e-09,-8.553682309276483542e-02
2.250225022502250447e-09,-1.041107942712008461e-01
2.260226022602260383e-09,-1.174708481247781766e-01
2.270227022702270319e-09,-1.245371418289486498e-01
2.280228022802280668e-09,-1.248085590228314445e-01
2.290229022902290604e-09,-1.183956253305323697e-01
2.300230023002300540e-09,-1.059986082759895448e-01
2.310231023102310476e-09,-2.925956579533320681e-02
2.320232023202320412e-09,3.943796637019459511e-02
2.330233023302330348e-09,9.890923613704867556e-02
2.340234023402340283e-09,1.440704935276088949e-01
2.350235023502350633e-09,1.712058823423426301e-01
2.360236023602360569e-09,1.782694078879454858e-01
2.370237023702370504e-09,1.650330506713007239e-01
2.380238023802380440e-09,1.330709567115427872e-01
2.390239023902390376e-09,8.558435071418327156e-02
2.400240024002400312e-09,1.022170193149912754e-01
2.410241024102410661e-09,8.421751720853420942e-02
2.420242024202420597e-09,5.474319940241096499e-02
2.430243024302430533e-09,1.663139426497006398e-02
2.440244024402440469e-09,-4.188571686436257796e-02
2.450245024502450404e-09,6.788632835730673554e-02
2.460246024602460340e-09,1.180425791743878600e-01
2.470247024702470690e-09,1.523789382072037735e-01
2.480248024802480626e-09,1.681680454311361150e-01
2.490249024902490561e-09,1.643789977885350417e-01
2.500250025002500497e-09,1.417350450724216837e-01
2.510251025102510433e-09,1.026148047670338570e-01
2.520252025202520369e-09,5.080884257415400201e-02
2.530253025302530718e-09,-8.843961202044994460e-03
2.540254025402540654e-09,-7.090567731166147469e-02
2.550255025502550590e-09,-1.298327448770495440e-01
2.560256025602560526e-09,-1.804689716027158553e-01
2.570257025702570461e-09,-2.184944676528380036e-01
2.580258025802580397e-09,-2.407916306509198523e-01
2.590259025902590333e-09,-2.456974147711274703e-01
2.600260026002600682e-09,-2.425639474935678552e-01
2.610261026102610618e-09,-1.589211070137098170e-01
2.620262026202620554e-09,-6.723486743234166618e-02
2.630263026302630490e-09,2.421623829893341726e-02
2.640264026402640426e-09,1.073384416018072496e-01
2.650265026502650362e-09,1.749358205571610592e-01
2.660266026602660711e-09,2.213297522783196081e-01
2.670267026702670647e-09,2.428317341341904856e-01
2.680268026802680583e-09,2.380306070607443036e-01
2.690269026902690518e-09,2.078724214361012679e-01
2.700270027002700454e-09,1.555299793797331187e-01
2.710271027102710390e-09,8.607777121618921667e-02
2.720272027202720739e-09,6.004945841730460754e-03
2.730273027302730675e-09,-7.738734878312354681e-02
2.740274027402740611e-09,-1.566485968331956247e-01
2.750275027502750547e-09,-2.248416507682861332e-01
2.760276027602760483e-09,-2.761468819552755360e-01
2.770277027702770419e-09,-3.063554055731766979e-01
2.780278027802780768e-09,-3.132098991126885945e-01
2.790279027902790704e-09,-3.251573267485574070e-01
2.800280028002800640e-09,-2.312373601583414262e-01
2.810281028102810575e-09,-1.230735714279244941e-01
2.820282028202820511e-09,-1.052644664760159048e-02
2.830283028302830447e-09,9.635063313332416224e-02
2.840284028402840383e-09,1.882054859782285594e-01
2.850285028502850732e-09,2.572014226577884477e-01
2.860286028602860668e-09,2.976812105563965694e-01
2.870287028702870604e-09,3.462315650011354440e-01
2.880288028802880540e-09,3.745335216298204539e-01
2.890289028902890475e-09,3.647348955270671156e-01
2.900290029002900411e-09,3.740573364200763806e-01
2.910291029102910761e-09,3.451986002189432745e-01
2.920292029202920696e-09,2.819689959987704553e-01
2.930293029302930632e-09,1.906484584061402532e-01
2.940294029402940568e-09,7.988014284419764355e-02
2.950295029502950504e-09,-4.014176607883649522e-02
2.960296029602960440e-09,-1.586055129605543623e-01
2.970297029702970789e-09,-2.650514332650155680e-01
2.980298029802980725e-09,-3.502912331947944380e-01
2.990299029902990661e-09,-4.071964789485313929e-01
3.000300030003000597e-09,-4.312890610203808928e-01
3.010301030103010532e-09,-4.210852666991241611e-01
3.020302030203020468e-09,-3.781678708984809734e-01
3.030303030303030818e-09,-3.069852474680628274e-01
3.040304030403040753e-09,-2.144006965139227949e-01
3.050305030503050689e-09,-1.090368434555608335e-01
3.060306030603060625e-09,-4.772246158881822474e-04
3.070307030703070561e-09,1.016014091332361341e-01
3.080308030803080497e-09,1.882878600714608663e-01
3.090309030903090433e-09,2.522104515791946944e-01
3.100310031003100782e-09,2.881593371518698099e-01
3.110311031103110718e-09,2.935050454381946117e-01
3.120312031203120654e-09,2.683802323697324632e-01
3.130313031303130589e-09,2.156132346548969014e-01
3.140314031403140525e-09,1.404242239365473544e-01
3.150315031503150461e-09,4.991556987705981357e-02
3.160316031603160810e-09,-4.759438174657087961e-02
3.170317031703170746e-09,-1.433320179607937284e-01
3.180318031803180682e-09,-2.288544190252076727e-01
3.190319031903190618e-09,-2.967904698228484572e-01
3.200320032003200554e-09,-3.414723814745256880e-01
3.210321032103210489e-09,-3.594038692095309906e-01
3.220322032203220839e-09,-3.495267618860780634e-01
3.230323032303230775e-09,-3.132664253520225373e-01
3.240324032403240710e-09,-2.543563574069140909e-01
3.250325032503250646e-09,-2.373090073095321106e-01
3.260326032603260582e-09,-9.621645758553311334e-02
3.270327032703270518e-09,4.622900688320719792e-02
3.280328032803280867e-09,1.773863789250793022e-01
3.290329032903290803e-09,2.858645984749337288e-01
3.300330033003300739e-09,4.470812396326705462e-01
3.310331033103310675e-09,5.296656058658411048e-01
3.320332033203320611e-09,5.593367444279844225e-01
3.330333033303330546e-09,5.345149924688153975e-01
3.340334033403340482e-09,4.584775710897656675e-01
3.350335033503350832e-09,3.389721897525824201e-01
3.360336033603360767e-09,1.874424198465697855e-01
3.370337033703370703e-09,1.794112247066286317e-02
3.380338033803380639e-09,-1.541656709435113015e-01
3.390339033903390575e-09,-3.135854979857595204e-01
3.400340034003400511e-09,-4.464522277411861473e-01
3.410341034103410860e-09,-5.415257257661117984e-01
3.420342034203420796e-09,-5.911352174307216156e-01
3.430343034303430732e-09,-5.917878859879978082e-01
3.440344034403440668e-09,-5.443954406038449267e-01
3.450345034503450603e-09,-4.541061561357084275e-01
3.460346034603460539e-09,-3.297650712825942465e-01
3.470347034703470889e-09,-1.830575107825601067e-01
3.480348034803480824e-09,-2.741804801530081312e-02
3.490349034903490760e-09,1.231938304525691946e-01
3.500350035003500696e-09,2.555402979838997668e-01
3.510351035103510632e-09,3.582631683651472665e-01
3.520352035203520568e-09,4.228524934910360966e-01
3.530353035303530917e-09,4.443437547670139320e-01
3.540354035403540853e-09,4.511928555136245911e-01
3.550355035503550789e-09,4.397190810446036102e-01
3.560356035603560724e-09,3.851599265805252248e-01
3.570357035703570660e-09,2.932000936970847738e-01
3.580358035803580596e-09,1.727237139542104338e-01
3.590359035903590532e-09,3.496425808235109622e-02
3.600360036003600881e-09,-1.075367652581455391e-01
3.610361036103610817e-09,-2.420663224331700003e-01
3.620362036203620753e-09,-3.568690504406390462e-01
3.630363036303630689e-09,-4.421692844981374160e-01
3.640364036403640625e-09,-4.909975345477390896e-01
3.650365036503650560e-09,-4.997520948553747511e-01
3.660366036603660910e-09,-4.684512987720207411e-01
3.670367036703670846e-09,-4.006602065553678815e-01
3.680368036803680781e-09,-3.031046656853730870e-01
3.690369036903690717e-09,-1.850131114980255176e-01
3.700370037003700653e-09,-5.724978641976365829e-02
3.710371037103710589e-09,6.867973409161499954e-02
3.720372037203720938e-09,1.957539056028240743e-01
3.730373037303730461e-09,3.395500827703872848e-01
3.740374037403740810e-09,4.460564598221898880e-01
3.750375037503751159e-09,5.065798573840590846e-01
3.760376037603760682e-09,6.171453138435512020e-01
3.770377037703771031e-09,6.172211642503514506e-01
3.780378037803780553e-09,5.582642708437567380e-01
3.790379037903790903e-09,4.466645858681950187e-01
3.800380038003800425e-09,2.933472859895467910e-01
3.810381038103810774e-09,1.127154842284894404e-01
3.820382038203821124e-09,-7.869410792841788349e-02
3.830383038303830646e-09,-2.637178362750067784e-01
3.840384038403840995e-09,-4.260974416180705604e-01
3.850385038503850517e-09,-5.519018752039929199e-01
3.860386038603860867e-09,-6.307148721097769473e-01
3.870387038703870389e-09,-6.564877561580731991e-01
3.880388038803880739e-09,-6.279885859915428359e-01
3.890389038903891088e-09,-5.488158620836209867e-01
3.900390039003900610e-09,-4.269842039904807596e-01
3.910391039103910960e-09,-2.741271644659513673e-01
3.920392039203920482e-09,-1.043953569431875644e-01
3.930393039303930831e-09,6.684649383279307744e-02
3.940394039403941181e-09,2.244042137516451541e-01
3.950395039503950703e-09,3.545963173662081136e-01
3.960396039603961052e-09,4.464356114890979388e-01
3.970397039703970574e-09,4.925488069177644812e-01
3.980398039803980924e-09,4.897578906504230223e-01
3.990399039903990446e-09,4.392784736061166595e-01
4.000400040004000795e-09,4.282849323819749587e-01
4.010401040104011145e-09,3.467726639593607385e-01
4.020402040204020667e-09,2.317928498045150609e-01
4.030403040304031016e-09,9.419025999811463101e-02
4.040404040404040539e-09,-5.340174442277921540e-02
4.050405040504050888e-09,-1.977153749100261093e-01
4.060406040604061238e-09,-3.260359041555980775e-01
4.070407040704070760e-09,-4.273166624911903799e-01
4.080408040804081109e-09,-4.931242393541399038e-01
4.090409040904090631e-09,-5.183335502875932033e-01
4.100410041004100981e-09,-5.015161715118325869e-01
4.110411041104110503e-09,-4.449936275265518049e-01
4.120412041204120852e-09,-3.545575479080250170e-01
4.130413041304131202e-09,-2.388880718163904904e-01
4.140414041404140724e-09,-1.087279789131996022e-01
4.150415041504151073e-09,2.410948130397647798e-02
4.160416041604160596e-09,2.032348981080186745e-01
4.170417041704170945e-09,3.563166883881566105e-01
4.180418041804180467e-09,4.704400312003191309e-01
4.190419041904190817e-09,5.362702737746992687e-01
4.200420042004201166e-09,5.489342010334944399e-01
4.210421042104210688e-09,5.083632305455667577e-01
4.220422042204221038e-09,4.466372420897570805e-01
4.230423042304230560e-09,3.702125571705588425e-01
4.240424042404240909e-09,2.581438629893230141e-01
4.250425042504251259e-09,1.210612374107263856e-01
4.260426042604260781e-09,-2.840065105888722394e-02
4.270427042704271130e-09,-1.767611000031536761e-01
4.280428042804280653e-09,-3.109039068723588040e-01
4.290429042904291002e-09,-4.192316520367317945e-01
4.300430043004300524e-09,-4.926626278786376267e-01
4.310431043104310874e-09,-5.253852472955518049e-01
4.320432043204321223e-09,-5.153079279016888892e-01
4.330433043304330745e-09,-4.641706431513419884e-01
4.340434043404341095e-09,-3.773149621149521349e-01
4.350435043504350617e-09,-2.631397050134152704e-01
4.360436043604360966e-09,-1.322966446114161310e-01
4.370437043704370489e-09,3.297374163680568716e-03
4.380438043804380838e-09,1.315407794067476877e-01
4.390439043904391187e-09,2.412225814752146646e-01
4.400440044004400710e-09,3.229975223288768515e-01
4.410441044104411059e-09,3.701766944095284395e-01
4.420442044204420581e-09,3.792672703544386903e-01
4.430443044304430931e-09,3.502185163725084482e-01
4.440444044404441280e-09,2.863581201919264685e-01
4.450445044504450802e-09,1.940306048282115226e-01
4.460446044604461152e-09,8.197574801205324835e-02
4.470447044704470674e-09,-3.949280010078627667e-02
4.480448044804481023e-09,-1.594320069467005108e-01
4.490449044904490545e-09,-2.672509783328932964e-01
4.500450045004500895e-09,-3.536418583713245578e-01
4.510451045104511244e-09,-4.113786754647852373e-01
4.520452045204520767e-09,-4.359160078829522611e-01
4.530453045304531116e-09,-4.257384185095015594e-01
4.540454045404540638e-09,-3.824346502616998156e-01
4.550455045504550988e-09,-3.104954624730022483e-01
4.560456045604561337e-09,-2.168584835940920996e-01
4.570457045704570859e-09,-1.102453955521749684e-01
4.580458045804581209e-09,-3.542577229084622244e-04
4.590459045904590731e-09,1.030186372667174083e-01
4.600460046004601080e-09,3.094539770658808475e-01
4.610461046104610602e-09,4.097063031923833809e-01
4.620462046204620952e-09,4.673184777195355522e-01
4.630463046304631301e-09,4.780330871333681730e-01
4.640464046404640823e-09,4.497985020894376684e-01
4.650465046504651173e-09,4.246610082027061916e-01
4.660466046604660695e-09,3.580421839669499784e-01
4.670467046704671044e-09,2.566629059101334098e-01
4.680468046804680567e-09,1.301891565836667264e-01
4.690469046904690916e-09,-9.682266378936210671e-03
4.700470047004701266e-09,-1.502997734523005557e-01
4.710471047104710788e-09,-2.791962489203155817e-01
4.720472047204721137e-09,-3.851894193489085461e-01
4.730473047304730659e-09,-4.593466523261480194e-01
4.740474047404741009e-09,-4.957314327357296713e-01
4.750475047504751358e-09,-4.918697360855440737e-01
4.760476047604760880e-09,-4.489005463015906527e-01
4.770477047704771230e-09,-3.714034439073022331e-01
4.780478047804780752e-09,-2.669249275329159676e-01
4.790479047904791101e-09,-1.452513812806467686e-01
4.800480048004800624e-09,1.211637917935718400e-01
4.810481048104810973e-09,2.722348986628683187e-01
4.820482048204821322e-09,3.918332136574291247e-01
4.830483048304830845e-09,4.699910089139184288e-01
4.840484048404841194e-09,5.006077030359485924e-01
4.850485048504850716e-09,4.819135140215486945e-01
4.860486048604861066e-09,4.165404177083803505e-01
4.870487048704870588e-09,3.112019046746298812e-01
4.880488048804880937e-09,1.760176417028827267e-01
4.890489048904891287e-09,2.354987426380229093e-02
4.900490049004900809e-09,-1.323573904185807171e-01
4.910491049104911158e-09,-2.778297183346655208e-01
4.920492049204920681e-09,-4.001914975458881751e-01
4.930493049304931030e-09,-4.890646825474193604e-01
4.940494049404941379e-09,-5.372423195799788109e-01
4.950495049504950902e-09,-5.412639581988811788e-01
4.960496049604961251e-09,-4.544500785666226728e-01
4.970497049704970773e-09,-3.254807394116523978e-01
4.980498049804981123e-09,-1.746159769720229404e-01
4.990499049904990645e-09,-1.564917600227529182e-02
5.000500050005000994e-09,1.371819595330801000e-01
5.010501050105011344e-09,2.704650210077086947e-01
5.020502050205020866e-09,3.727842833610923168e-01
5.030503050305031215e-09,4.356920802794322922e-01
5.040504050405040738e-09,4.543981074103201623e-01
5.050505050505051087e-09,4.281211985258771557e-01
5.060506050605061436e-09,3.600791073476745097e-01
5.070507050705070959e-09,2.571243685788172084e-01
5.080508050805081308e-09,1.290654931543568085e-01
5.090509050905090830e-09,-1.226015952367369086e-02
5.100510051005101180e-09,-1.540748132360983680e-01
5.110511051105110702e-09,-2.838104303983605137e-01
5.120512051205121051e-09,-3.902175173122873209e-01
5.130513051305131401e-09,-4.643352081737899817e-01
5.140514051405140923e-09,-5.002394694775946782e-01
5.150515051505151272e-09,-4.955075617496665918e-01
5.160516051605160795e-09,-3.621125731475789422e-01
5.170517051705171144e-09,-2.400514408106179387e-01
5.180518051805180666e-09,-1.035232456776207649e-01
5.190519051905191016e-09,1.525540415937756134e-01
5.200520052005201365e-09,3.168227639741059698e-01
5.210521052105210887e-09,4.454088733847034187e-01
5.220522052205221237e-09,5.276320988433705894e-01
5.230523052305230759e-09,5.571293250046939205e-01
5.240524052405241108e-09,5.323325820411645148e-01
5.250525052505251458e-09,4.565129370926037100e-01
5.260526052605260980e-09,3.373949970659688158e-01
5.270527052705271329e-09,1.863846636801281265e-01
5.280528052805280851e-09,1.748618555108895703e-02
5.290529052905291201e-09,-1.539894396176754165e-01
5.300530053005300723e-09,-3.128062037323344202e-01
5.310531053105311073e-09,-4.451508233554440364e-01
5.320532053205321422e-09,-5.398277962166566635e-01
5.330533053305330944e-09,-5.891989748568658980e-01
5.340534053405341294e-09,-5.897895131463904983e-01
5.350535053505350816e-09,-5.425131331804520229e-01
5.360536053605361165e-09,-4.525043028181327531e-01
5.370537053705371515e-09,-3.285799697935366526e-01
5.380538053805381037e-09,-1.823858543696873502e-01
5.390539053905391386e-09,-2.730914710869448633e-02
5.400540054005400908e-09,1.227414765750196868e-01
5.410541054105411258e-09,2.545778620727134345e-01
5.420542054205420780e-09,3.568859799423164114e-01
5.430543054305431129e-09,4.211907225238528119e-01
5.440544054405441479e-09,4.425501945506223889e-01
5.450545054505451001e-09,4.199233719694575040e-01
5.460546054605461350e-09,3.561850394374854178e-01
5.470547054705470873e-09,2.577936687517040082e-01
5.480548054805481222e-09,1.341485220468564832e-01
5.490549054905490744e-09,-3.300934335207424044e-03
5.500550055005501094e-09,-1.421095346566322859e-01
5.510551055105511443e-09,-2.699582097915694257e-01
5.520552055205520965e-09,-3.757424015383570293e-01
5.530553055305531315e-09,-4.505313721029020058e-01
5.540554055405540837e-09,-4.883160140921489756e-01
5.550555055505551186e-09,-4.864831273152196434e-01
5.560556055605561536e-09,-4.459795798098086239e-01
5.570557055705571058e-09,-3.711579571756910556e-01
5.580558055805581407e-09,-2.693236762704003251e-01
5.590559055905590930e-09,-1.500295804638409336e-01
5.600560056005601279e-09,-2.418548405074123081e-02
5.610561056105610801e-09,9.693481553868293910e-02
5.620562056205621151e-09,2.026990935221925916e-01
5.630563056305631500e-09,2.840455259670385812e-01
5.640564056405641022e-09,3.342540577677323710e-01
5.650565056505651372e-09,3.494951203720664257e-01
5.660566056605660894e-09,3.291115169300783405e-01
5.670567056705671243e-09,2.756137967740915351e-01
5.680568056805680766e-09,1.756404845479696830e-01
5.690569056905691115e-09,1.298622330028859073e-01
5.700570057005701464e-09,6.911722231532213545e-02
